Type:,Filename:,Part:,Our Vals:,Notes:,Discrepancy Type:,Discrepancy Notes:,Annotator:
FN,BC546-D,BC546B,65,Entity parts: {'BC548CZL1G': ['30']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP,80,Entity parts: {'TIP29B-BP': ['80']}
FN,DIODESINCORPORATED_FZT651TC,FZT651,60,Entity parts: {'FZT651TC': ['60']}
FN,BC337-D,BC337-40,45,Entity parts: {'BC337-25RL1G': ['45']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP,60,Entity parts: {'TIP29B-BP': ['80']}
FN,BC546-D,BC546BRL1,65,Entity parts: {'BC548CZL1G': ['30']}
FN,BC337-D,BC337-25,45,Entity parts: {'BC337-25RL1G': ['45']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93L,200,Entity parts: {'MMBTA92LT1G': ['300']}
FN,CSEMS05382-1,BC548A,30,Entity parts: {'BC546A': ['80']}
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,160,Entity parts: {'ZXTP23140BFHTA': ['140']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30,40,Entity parts: {'TIP29B-BP': ['80']}
FN,DIODESINCORPORATED_FCX555TA,FCX555,150,Entity parts: {'FCX555TA': ['180']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29,40,Entity parts: {'TIP29B-BP': ['80']}
FN,DIODESINCORPORATED_FZT758TC,FZT758,400,Entity parts: {'FZT758TA': ['400']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP-HF,60,Entity parts: {'TIP29B-BP': ['80']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N222AUA,50,Entity parts: {'2N2222AUATXV': ['50']}
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,15,Entity parts: {'2N918UB': ['15']}
FN,BC818-40LT1-D,BC818-40L,25,Entity parts: {'NSVBC818-40LT1G': ['25']}
