Type:,Filename:,Part:,Our Vals:,Notes:,Discrepancy Type:,Discrepancy Notes:,Annotator:
FN,TLV2474,TLV2474AID,2.8 MHZ,Entity parts: {'TLV2471IDBVR': ['2.8 MHZ']}
FN,LF156,LF357,20.0 MHZ,Entity parts: {'LF356N/NOPB': ['5 MHZ']}
FN,NCS20071-D,NCV20072,3.0 MHZ,Entity parts: {'NCS20072DR2G': ['3.2 MHZ']}
FN,NCS20071-D,NCV20072DMR2G,3.0 MHZ,Entity parts: {'NCS20072DR2G': ['3.2 MHZ']}
FN,TL051,TL052CDRG4,3.0 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,LF156,LF155,2.5 MHZ,Entity parts: {'LF356N/NOPB': ['5 MHZ']}
FN,NCS20071-D,NCS20072,3.0 MHZ,Entity parts: {'NCS20072DR2G': ['3.2 MHZ']}
FN,OPA548,OPA548F,1.0 MHZ,Entity parts: {'OPA548FKTWT': ['1 MHZ']}
FN,TL051,TL054IDR,3.3 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,LM2900,LM2900DR,2.5 MHZ,Entity parts: {'LM3900DR': ['2.5 MHZ']}
FN,LM2900,LM2900,2.5 MHZ,Entity parts: {'LM3900DR': ['2.5 MHZ']}
FN,NCS20071-D,NCS20072DR2G,3.0 MHZ,Entity vals: ['3.2 MHZ']
FN,TL051,TL051CD,2.7 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,OPA363,OPA2364AIDGKRG4,7.0 MHZ,Entity parts: {'OPA2363IDGST': ['7 MHZ']}
FN,LMC6041,LMC6041,75.0 KHZ,Entity parts: {'LMC6041AIM/NOPB': ['75 KHZ']}
FN,OPA363,OPA4364,7.0 MHZ,Entity parts: {'OPA2363IDGST': ['7 MHZ']}
FN,OPA129,OPA129PB,1.0 MHZ,Entity parts: {'OPA129UB': ['1 MHZ']}
FN,TL051,TL052IDR,3.5 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,TL051,TL054AIN,2.7 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,OPA548,OPA548FKTWTG3,1.0 MHZ,Entity parts: {'OPA548FKTWT': ['1 MHZ']}
FN,OPA363,OPA2364AIDGKR,7.0 MHZ,Entity parts: {'OPA2363IDGST': ['7 MHZ']}
FN,TL051,TL054ACDR,2.7 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,LF411,LF411IDR,3.0 MHZ,Entity parts: {'LF411CDR': ['3 MHZ']}
FN,TL051,TL052IDRE4,3.6 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,LF411,LF411CP,3.0 MHZ,Entity parts: {'LF411CDR': ['3 MHZ']}
FN,TL051,TL054ACDE4,3.0 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,LF156,LF356N/NOPB,5.0 MHZ,Entity vals: ['5 MHZ']
FN,LMC6035,LMC6036IMT/NOPB,1.4 MHZ,Entity parts: {'LMC6035IMX/NOPB': ['1.4 MHZ']}
FN,OPA191,OPA2191ID,2.2 MHZ,Entity parts: {'OPA191IDBVR': ['2.5 MHZ']}
FN,TL051,TL051CD,3.3 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,TL051,TL052ID,3.6 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,OPA2330,OPA4330AIPWR,350.0 KHZ,Entity parts: {'OPA330AIDCKR': ['350 KHZ']}
FN,TLV2474,TLV2472IDGNRG4,2.8 MHZ,Entity parts: {'TLV2471IDBVR': ['2.8 MHZ']}
FN,OPA625,OPA625IDBVT,0.8 MHZ,Entity vals: ['120 MHZ']
FN,TL051,TL054IDE4,3.3 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,TL051,TL051AID,2.7 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,LMC6035,LMC6036I,1.4 MHZ,Entity parts: {'LMC6035IMX/NOPB': ['1.4 MHZ']}
FN,NCS20071-D,NCV20071SN2T1G,3.0 MHZ,Entity parts: {'NCS20072DR2G': ['3.2 MHZ']}
FN,OPA2317,OPA317ID,300.0 KHZ,Entity parts: {'OPA317IDBVR': ['300 KHZ']}
FN,OPA2317,OPA317IDR,300.0 KHZ,Entity parts: {'OPA317IDBVR': ['300 KHZ']}
FN,OPA191,OPA191IDBVT,2.2 MHZ,Entity parts: {'OPA191IDBVR': ['2.5 MHZ']}
FN,TL051,TL051ACD,2.7 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,TLV2474,TLV2472AIP,2.8 MHZ,Entity parts: {'TLV2471IDBVR': ['2.8 MHZ']}
FN,LM7372,LM7372MRX/NOPB,100.0 MHZ,Entity vals: ['120 MHZ']
FN,TLV2474,TLV2474IN,2.8 MHZ,Entity parts: {'TLV2471IDBVR': ['2.8 MHZ']}
FN,LM324-N,LM124J/PB,1.0 MHZ,Entity parts: {'LM324AN/NOPB': ['1.2 MHZ']}
FN,TLV2474,TLV2470IDBVT,2.8 MHZ,Entity parts: {'TLV2471IDBVR': ['2.8 MHZ']}
FN,OPA2357,OPA357,100.0 MHZ,Entity parts: {'OPA2357AIDGST': ['100 MHZ']}
FN,TLV2474,TLV2474CD,2.8 MHZ,Entity parts: {'TLV2471IDBVR': ['2.8 MHZ']}
FN,TL051,TL052IDR,2.6 MHZ,Entity parts: {'TL052ACDR': ['3 MHZ']}
FN,LMC6462_LMC6464,LMC6464AIM,50.0 KHZ,Entity parts: {'LMC6464AIM/NOPB': ['50 KHZ']}
FN,LM2900,LM2900NE4,2.5 MHZ,Entity parts: {'LM3900DR': ['2.5 MHZ']}
FN,OPA2357,OPA2357,100.0 MHZ,Entity parts: {'OPA2357AIDGST': ['100 MHZ']}
FN,TLV2474,TLV2470IDBVRG4,2.8 MHZ,Entity parts: {'TLV2471IDBVR': ['2.8 MHZ']}
FN,LM7372,LM7372IMA,120.0 MHZ,Entity parts: {'LM7372MRX/NOPB': ['120 MHZ']}
